entryID, flight ID, Destination, Destination_IATA, Continent, Country, Time, Status, Price, Distance, Emissions, TaxCuts 
0,D8224,Umea,UME,Europe,SE,2018-04-22T05:45:00Z,Departed,{'success': True, 'data': []},514.0,90.978,263.9986607142857
1,BLX205,Tenerife,TFS,other,ES,2018-04-22T05:55:00Z,Departed,{'success': True, 'data': []},4310.0,762.87,2213.6852678571427
2,TP781,Lisbon,LIS,Europe,PT,2018-04-22T05:00:00Z,Departed,1634.1,2993.0,529.761,1537.2529017857141
3,WLB5510,Beirut,BEY,Asia,LB,2018-04-22T09:05:00Z,Departed,{'success': True, 'data': []},3109.0,550.293,1596.8323660714286
4,MV521,Athens,ATH,Europe,GR,2018-04-22T11:10:00Z,Departed,2989.05,2411.0,426.74699999999996,1238.3283482142856
5,SK1746,Riga,RIX,Europe,LV,2018-04-22T19:00:00Z,Departed,727.32,443.0,113.851,330.37120535714286
6,SK2475,Trondheim,TRD,Europe,NO,2018-04-22T19:00:00Z,Departed,{'success': True, 'data': []},612.0,108.324,314.33303571428564
7,SK1487,Billund,BLL,Europe,DK,2018-04-22T19:05:00Z,Departed,2049.18,668.0,118.23599999999999,343.09553571428563
8,NJE510H,Amsterdam,AMS,Europe,NL,2018-04-22T03:55:00Z,Departed,1001.66,1127.0,199.47899999999998,578.8453124999999
9,NJE445,Dusseldorf,DUS,Europe,DE,2018-04-22T04:45:00Z,Departed,{'success': True, 'data': []},1149.0,203.373,590.1448660714285
10,PS174,Kiev,KBP,Europe,UA,2018-04-22T02:50:00Z,Departed,1328.04,1266.0,224.082,650.2379464285714
11,SK1833,Athens,ATH,Europe,GR,2018-04-22T04:00:00Z,Departed,2989.05,2411.0,426.74699999999996,1238.3283482142856
12,LH809,Frankfurt,FRA,Europe,DE,2018-04-22T04:05:00Z,Departed,{'success': True, 'data': []},1188.0,210.27599999999998,610.1758928571428
13,SK7643,Rhodes,RHO,Europe,GR,2018-04-22T04:00:00Z,Departed,{'success': True, 'data': []},2653.0,469.58099999999996,1362.6234374999997
14,LH2421,Munich,MUC,Europe,DE,2018-04-22T04:05:00Z,Departed,1542.79,1316.0,232.932,675.9187499999999
15,SK1841,Rome FCO,FCO,Europe,IT,2018-04-22T04:10:00Z,Departed,1323.51,1993.0,352.76099999999997,1023.6368303571427
16,SK2585,Barcelona,BCN,Europe,ES,2018-04-22T04:10:00Z,Departed,1192.79,2281.0,403.73699999999997,1171.5582589285714
17,AF1463,Paris CDG,CDG,Europe,FR,2018-04-22T04:05:00Z,Departed,1015.11,1523.0,269.57099999999997,782.2372767857141
18,KL1104,Amsterdam,AMS,Europe,NL,2018-04-22T04:30:00Z,Departed,1001.66,1127.0,199.47899999999998,578.8453124999999
19,SK1805,Palma,PMI,Europe,ES,2018-04-22T04:40:00Z,Departed,1761.24,2453.0,434.181,1259.9002232142855
20,NJE937N,Dusseldorf,DUS,Europe,DE,2018-04-22T04:45:00Z,Departed,{'success': True, 'data': []},1149.0,203.373,590.1448660714285
21,OS318,Vienna,VIE,Europe,AT,2018-04-22T04:35:00Z,Departed,1549.24,1243.0,220.011,638.4247767857142
22,6F717,Malaga,AGP,Europe,ES,2018-04-22T04:45:00Z,Departed,1107.52,2992.0,529.584,1536.7392857142854
23,SK1853,Alicante,ALC,Europe,ES,2018-04-22T04:50:00Z,Departed,1969.54,2682.0,474.714,1377.5183035714283
24,DY4071,Goteborg,GOT,Europe,SE,2018-04-22T04:55:00Z,Departed,{'success': True, 'data': []},397.0,102.029,296.0662946428571
25,DY4003,Umea,UME,Europe,SE,2018-04-22T04:50:00Z,Departed,{'success': True, 'data': []},514.0,90.978,263.9986607142857
26,DY4321,Nice,NCE,Europe,FR,2018-04-22T05:05:00Z,Departed,{'success': True, 'data': []},1889.0,334.353,970.2207589285713
27,NVR361,Rhodes,RHO,Europe,GR,2018-04-22T04:55:00Z,Departed,{'success': True, 'data': []},2653.0,469.58099999999996,1362.6234374999997
28,DY4355,Rome FCO,FCO,Europe,IT,2018-04-22T05:35:00Z,Departed,1323.51,1993.0,352.76099999999997,1023.6368303571427
29,SK1845,Malta,MLA,Europe,MT,2018-04-22T05:35:00Z,Departed,1454.64,2618.0,463.38599999999997,1344.646875
30,SK577,Paris CDG,CDG,Europe,FR,2018-04-22T05:35:00Z,Departed,1015.11,1523.0,269.57099999999997,782.2372767857141
31,SK2547,Manchester,MAN,Europe,GB,2018-04-22T05:35:00Z,Departed,1852.14,1403.0,248.331,720.6033482142857
32,SK2659,Munich,MUC,Europe,DE,2018-04-22T05:45:00Z,Departed,1542.79,1316.0,232.932,675.9187499999999
33,DY8660,Krakow,KRK,Europe,PL,2018-04-22T05:40:00Z,Departed,1232.06,1039.0,183.903,533.6470982142856
34,SK843,Oslo,OSL,Europe,NO,2018-04-22T06:00:00Z,Departed,910.35,417.0,107.169,310.98147321428564
35,DK1648,Rhodes,RHO,Europe,GR,2018-04-22T05:45:00Z,Departed,{'success': True, 'data': []},2653.0,469.58099999999996,1362.6234374999997
36,SK535,Dublin,DUB,Europe,IE,2018-04-22T05:50:00Z,Departed,1962.54,1630.0,288.51,837.1941964285714
37,SK1553,Amsterdam,AMS,Europe,NL,2018-04-22T05:50:00Z,Departed,1001.66,1127.0,199.47899999999998,578.8453124999999
38,DY4545,Tel Aviv,TLV,Asia,IL,2018-04-22T05:15:00Z,Departed,{'success': True, 'data': []},3279.0,580.3829999999999,1684.147098214285
39,DY4463,Edinburgh,EDI,Europe,GB,2018-04-22T05:55:00Z,Departed,{'success': True, 'data': []},1315.0,232.755,675.4051339285713
40,DY4529,Amsterdam,AMS,Europe,NL,2018-04-22T06:00:00Z,Departed,1001.66,1127.0,199.47899999999998,578.8453124999999
41,BA771,London LHR,LHR,Europe,GB,2018-04-22T05:45:00Z,Departed,1275.72,1454.0,257.358,746.7977678571428
42,SK2677,Berlin TXL,TXL,Europe,DE,2018-04-22T06:00:00Z,Departed,1064.41,810.0,143.37,416.0290178571428
43,SK525,London LHR,LHR,Europe,GB,2018-04-22T05:55:00Z,Departed,1275.72,1454.0,257.358,746.7977678571428
44,DY4037,Lulea,LLA,Europe,SE,2018-04-22T06:15:00Z,Departed,{'success': True, 'data': []},727.0,128.679,373.3988839285714
45,LO456,Warsaw,WAW,Europe,PL,2018-04-22T05:55:00Z,Departed,1383.37,812.0,143.724,417.05625
46,DY4283,Helsinki,HEL,Europe,FI,2018-04-22T06:00:00Z,Departed,834.01,397.0,102.029,296.0662946428571
47,SK2645,Hamburg,HAM,Europe,DE,2018-04-22T06:00:00Z,Departed,{'success': True, 'data': []},812.0,143.724,417.05625
48,SK2553,Birmingham,BHX,America,US,2018-04-22T06:05:00Z,Departed,{'success': True, 'data': []},7632.0,1350.864,3919.917857142857
49,SK1744,Tallinn,TLL,Europe,EE,2018-04-22T06:30:00Z,Departed,990.67,379.0,97.403,282.6426339285714
50,SK1623,Dusseldorf,DUS,Europe,DE,2018-04-22T06:25:00Z,Departed,{'success': True, 'data': []},1149.0,203.373,590.1448660714285
51,SK1004,Lulea,LLA,Europe,SE,2018-04-22T06:30:00Z,Departed,{'success': True, 'data': []},727.0,128.679,373.3988839285714
52,DY4151,Copenhagen,CPH,Europe,DK,2018-04-22T06:00:00Z,Departed,952.91,523.0,92.571,268.62120535714286
53,DY4487,Budapest,BUD,Europe,HU,2018-04-22T06:40:00Z,Departed,{'success': True, 'data': []},1319.0,233.463,677.4595982142856
54,SK785,Gdansk,GDN,Europe,PL,2018-04-22T06:45:00Z,Departed,{'success': True, 'data': []},555.0,98.235,285.0569196428571
55,SK1415,Copenhagen,CPH,Europe,DK,2018-04-22T04:10:00Z,Departed,952.91,523.0,92.571,268.62120535714286
56,SK1633,Stuttgart,STR,Europe,DE,2018-04-22T07:00:00Z,Departed,{'success': True, 'data': []},1308.0,231.516,671.8098214285714
57,SK635,Frankfurt,FRA,Europe,DE,2018-04-22T07:00:00Z,Departed,{'success': True, 'data': []},1188.0,210.27599999999998,610.1758928571428
58,SK2615,Geneva,GVA,Europe,CH,2018-04-22T05:05:00Z,Departed,{'success': True, 'data': []},1663.0,294.351,854.1435267857142
59,BT102,Riga,RIX,Europe,LV,2018-04-22T06:55:00Z,Departed,727.32,443.0,113.851,330.37120535714286
60,AY802,Helsinki,HEL,Europe,FI,2018-04-22T06:30:00Z,Departed,834.01,397.0,102.029,296.0662946428571
