flight ID, Destination, Destination_IATA, Continent, Country, Time, Distance, Emissions, TaxCuts
SK054,Sundsvall,SDL,Europe,SE,2018-04-20T15:45:00Z,343,88.151,255.7953125
D82857,London LGW,LGW,Europe,GB,2018-04-20T15:40:00Z,1465,259.305,752.4475446
DY4045,Lulea,LLA,Europe,SE,2018-04-20T15:45:00Z,727,128.679,373.3988839
SK533,London LHR,LHR,Europe,GB,2018-04-20T16:20:00Z,1454,257.358,746.7977679
SK1429,Copenhagen,CPH,Europe,DK,2018-04-20T15:15:00Z,523,92.571,268.6212054
SK4236,Turku,TKU,Asia,TW,2018-04-20T16:20:00Z,8350,1477.95,4288.694196
SK1020,Skelleftea,SFT,Europe,SE,2018-04-20T15:50:00Z,622,110.094,319.4691964
SK193,Kalmar,KLR,Europe,SE,2018-04-20T10:10:00Z,313,80.441,233.4225446
SK165,Goteborg,GOT,Europe,SE,2018-04-20T15:50:00Z,397,102.029,296.0662946
OS316,Vienna,VIE,Europe,AT,2018-04-20T16:25:00Z,1243,220.011,638.4247768
2N258,Karlstad,KSD,Europe,SE,2018-04-20T16:40:00Z,259,66.563,193.1515625
SK002,Lulea,LLA,Europe,SE,2018-04-20T16:35:00Z,727,128.679,373.3988839
DY4531,Amsterdam,AMS,Europe,NL,2018-04-20T16:40:00Z,1127,199.479,578.8453125
TK1796,Istanbul IST,IST,Europe,TR,2018-04-20T16:15:00Z,2177,385.329,1118.142187
2N3106,Gallivare,GEV,Europe,SE,2018-04-20T16:25:00Z,878,155.406,450.9549107
IS656,Sveg,EVG,Europe,SE,2018-04-20T16:45:00Z,363,93.291,270.7104911
HP368,Kristianstad,KID,Europe,SE,2018-04-20T16:05:00Z,435,111.795,324.4051339
LH805,Frankfurt,FRA,Europe,DE,2018-04-20T16:50:00Z,1188,210.276,610.1758929
D83213,Copenhagen,CPH,Europe,DK,2018-04-20T16:50:00Z,523,92.571,268.6212054
LH2419,Munich,MUC,Europe,DE,2018-04-20T16:40:00Z,1316,232.932,675.91875
SK493,Oslo,OSL,Europe,NO,2018-04-20T16:50:00Z,417,107.169,310.9814732
LO8126,Tallinn,TLL,Europe,EE,2018-04-20T16:45:00Z,379,97.403,282.6426339
LO8122,Tallinn,TLL,Europe,EE,2018-04-20T06:25:00Z,379,97.403,282.6426339
SK1409,Copenhagen,CPH,Europe,DK,2018-04-20T17:00:00Z,523,92.571,268.6212054
SK1497,Billund,BLL,Europe,DK,2018-04-20T14:50:00Z,668,118.236,343.0955357
2N438,Pori,POR,Europe,FI,2018-04-20T16:45:00Z,316,81.212,235.6598214
BA781,London LHR,LHR,Europe,GB,2018-04-20T16:05:00Z,1454,257.358,746.7977679
2N594,Arvidsjaur,AJR,Europe,SE,2018-04-20T17:15:00Z,700,123.9,359.53125
DY4139,Bergen,BGO,Europe,NO,2018-04-20T17:15:00Z,721,127.617,370.3171875
2N666,Hemavan Tarnaby,HMV,Europe,SE,2018-04-20T17:20:00Z,725,128.325,372.3716518
D85053,Malaga,AGP,Europe,ES,2018-04-20T17:20:00Z,2992,529.584,1536.739286
DY823,Oslo,OSL,Europe,NO,2018-04-20T17:30:00Z,417,107.169,310.9814732
SK409,Copenhagen,CPH,Europe,DK,2018-04-20T16:05:00Z,523,92.571,268.6212054
D86093,Madrid,MAD,Europe,ES,2018-04-20T17:20:00Z,2596,459.492,1333.347321
2N1010,Jonkoping,JKG,Europe,SE,2018-04-20T16:40:00Z,285,73.245,212.5412946
EZY5888,Berlin TXL,TXL,Europe,DE,2018-04-20T17:00:00Z,810,143.37,416.0290179
SK189,Angelholm,AGH,Europe,SE,2018-04-20T16:05:00Z,461,118.477,343.7948661
AF1063,Paris CDG,CDG,Europe,FR,2018-04-20T17:40:00Z,1523,269.571,782.2372768
SK1527,London LHR,LHR,Europe,GB,2018-04-20T17:40:00Z,1454,257.358,746.7977679
BT110,Riga,RIX,Europe,LV,2018-04-20T17:40:00Z,443,113.851,330.3712054
LX1255,Zurich,ZRH,Europe,CH,2018-04-20T17:35:00Z,1471,260.367,755.5292411
LO458,Warsaw,WAW,Europe,PL,2018-04-20T17:30:00Z,812,143.724,417.05625
DY4507,Berlin SXF,SXF,Europe,DE,2018-04-20T17:30:00Z,823,145.671,422.7060268
DY4047,Lulea,LLA,Europe,SE,2018-04-20T17:35:00Z,727,128.679,373.3988839
SK411,Copenhagen,CPH,Europe,DK,2018-04-20T18:00:00Z,523,92.571,268.6212054
EW9213,Dusseldorf,DUS,Europe,DE,2018-04-20T18:00:00Z,1149,203.373,590.1448661
EW7219,Hamburg,HAM,Europe,DE,2018-04-20T18:05:00Z,812,143.724,417.05625
SU2387,Moscow,SVO,Europe,RU,2018-04-20T18:20:00Z,1229,217.533,631.2341518
CA912,Beijing,PEK,Asia,CN,2018-04-20T17:10:00Z,6718,1189.086,3450.472768
3O502,Agadir,AGA,Africa,MA,2018-04-20T18:20:00Z,3829,677.733,1966.635937
SK2679,Berlin TXL,TXL,Europe,DE,2018-04-20T18:15:00Z,810,143.37,416.0290179
KL1118,Amsterdam,AMS,Europe,NL,2018-04-20T18:20:00Z,1127,199.479,578.8453125
SK183,Angelholm,AGH,Europe,SE,2018-04-20T18:30:00Z,461,118.477,343.7948661
SK722,Helsinki,HEL,Europe,FI,2018-04-20T17:00:00Z,397,102.029,296.0662946
D8215,Helsinki,HEL,Europe,FI,2018-04-20T18:40:00Z,397,102.029,296.0662946
DY4087,Goteborg,GOT,Europe,SE,2018-04-20T18:30:00Z,397,102.029,296.0662946
D81003,Rome FCO,FCO,Europe,IT,2018-04-20T18:10:00Z,1993,352.761,1023.63683
SK1772,Tallinn,TLL,Europe,EE,2018-04-20T18:45:00Z,379,97.403,282.6426339
SK1740,Vilnius,VNO,Europe,LT,2018-04-20T18:40:00Z,676,119.652,347.2044643
2N806,Mariehamn,MHQ,Europe,AX,2018-04-20T18:40:00Z,135,34.695,100.6774554
SK1427,Copenhagen,CPH,Europe,DK,2018-04-20T18:50:00Z,523,92.571,268.6212054
DY4019,Umea,UME,Europe,SE,2018-04-20T18:20:00Z,514,90.978,263.9986607
SK171,Goteborg,GOT,Europe,SE,2018-04-20T18:30:00Z,397,102.029,296.0662946
DY4055,Malmo,MMX,Europe,SE,2018-04-20T18:35:00Z,513,90.801,263.4850446
SK060,Sundsvall,SDL,Europe,SE,2018-04-20T18:50:00Z,343,88.151,255.7953125
EZY5886,Berlin TXL,TXL,Europe,DE,2018-04-20T13:40:00Z,810,143.37,416.0290179
EZY2650,Milan MXP,MXP,Europe,IT,2018-04-20T11:00:00Z,1648,291.696,846.4392857
EZS1574,Geneva,GVA,Europe,CH,2018-04-20T13:30:00Z,1663,294.351,854.1435268
SK026,Umea,UME,Europe,SE,2018-04-20T19:05:00Z,514,90.978,263.9986607
DY4099,Skelleftea,SFT,Europe,SE,2018-04-20T19:10:00Z,622,110.094,319.4691964
SK1483,Oslo,OSL,Europe,NO,2018-04-20T17:50:00Z,417,107.169,310.9814732
SK6005,Malaga,AGP,Europe,ES,2018-04-20T17:45:00Z,2992,529.584,1536.739286
BA783,London LHR,LHR,Europe,GB,2018-04-20T19:20:00Z,1454,257.358,746.7977679
SK1046,Kiruna,KRN,Europe,SE,2018-04-20T19:05:00Z,955,169.035,490.5033482
AI168,New Delhi,DEL,Asia,IN,2018-04-20T18:40:00Z,5577,987.129,2864.43683
SK074,Are Ostersund,OSD,other,IN,2018-04-20T19:00:00Z,0,0,0
SK125,Malmo,MMX,Europe,SE,2018-04-20T18:50:00Z,513,90.801,263.4850446
DY4313,Paris ORY,ORY,Europe,FR,2018-04-20T16:05:00Z,1557,275.589,799.7002232
D82859,London LGW,LGW,Europe,GB,2018-04-20T19:00:00Z,1465,259.305,752.4475446
SK020,Lulea,LLA,Europe,SE,2018-04-20T19:15:00Z,727,128.679,373.3988839
SK098,Ornskoldsvik,OER,Europe,SE,2018-04-20T19:30:00Z,442,113.594,329.6254464
SK169,Goteborg,GOT,Europe,SE,2018-04-20T17:00:00Z,397,102.029,296.0662946
SK1018,Skelleftea,SFT,Europe,SE,2018-04-20T19:30:00Z,622,110.094,319.4691964
SK785,Gdansk,GDN,Europe,PL,2018-04-20T18:45:00Z,555,98.235,285.0569196
SK1769,Prague,PRG,Europe,CZ,2018-04-20T17:15:00Z,1056,186.912,542.3785714
TK1794,Istanbul IST,IST,Europe,TR,2018-04-20T09:30:00Z,2177,385.329,1118.142187
SK4899,Bergen,BGO,Europe,NO,2018-04-20T19:55:00Z,721,127.617,370.3171875
SK2720,Turku,TKU,Asia,TW,2018-04-20T20:30:00Z,8350,1477.95,4288.694196
SK2475,Trondheim,TRD,Europe,NO,2018-04-20T19:00:00Z,612,108.324,314.3330357
QR172,Doha,DOH,Asia,QA,2018-04-20T20:40:00Z,4590,812.43,2357.497768
SK085,Visby,VBY,Europe,SE,2018-04-20T19:40:00Z,189,48.573,140.9484375
LO8120,Tallinn,TLL,Europe,EE,2018-04-20T20:25:00Z,379,97.403,282.6426339
ET715,Addis Abeba,ADD,Africa,ET,2018-04-20T19:50:00Z,5871,1039.167,3015.439955
SK4228,Vaasa,VAA,Europe,FI,2018-04-20T20:30:00Z,460,118.22,343.0491071
2N499,Kokkola/Jakobst,KOK,Europe,FI,2018-04-20T20:30:00Z,558,98.766,286.5977679
EZY2452,London LTN,LTN,other,FI,2018-04-20T21:30:00Z,0,0,0
ET714,Oslo,OSL,Europe,NO,2018-04-20T05:40:00Z,417,107.169,310.9814732
SK1553,Amsterdam,AMS,Europe,NL,2018-04-20T06:15:00Z,1127,199.479,578.8453125
AY816,Helsinki,HEL,Europe,FI,2018-04-20T16:05:00Z,397,102.029,296.0662946
AY820,Helsinki,HEL,Europe,FI,2018-04-20T19:00:00Z,397,102.029,296.0662946
DY4533,Reykjavik,KEF,other,IS,2018-04-20T13:50:00Z,2135,377.895,1096.570312
AY802,Helsinki,HEL,Europe,FI,2018-04-20T06:30:00Z,397,102.029,296.0662946
AY810,Helsinki,HEL,Europe,FI,2018-04-20T12:35:00Z,397,102.029,296.0662946
SK577,Paris CDG,CDG,Europe,FR,2018-04-21T16:15:00Z,1523,269.571,782.2372768
CAI686,Antalya,AYT,Europe,TR,2018-04-21T07:55:00Z,2660,470.82,1366.21875
IK328,TRENTO MATTTARE,ZIA,other,TR,2018-04-21T08:40:00Z,0,0,0
MV521,Athens,ATH,Europe,GR,2018-04-21T11:10:00Z,2411,426.747,1238.328348
2N491,Kokkola/Jakobst,KOK,Europe,FI,2018-04-21T11:15:00Z,558,98.766,286.5977679
NJE576G,Paris LBG,LBG,Europe,FR,2018-04-21T18:30:00Z,1532,271.164,786.8598214
PC1283,Istanbul SAW,SAW,other,FR,2018-04-20T23:05:00Z,0,0,0
SK1805,Palma,PMI,Europe,ES,2018-04-21T04:00:00Z,2453,434.181,1259.900223
SK7647,Larnaca,LCA,Asia,CY,2018-04-21T04:00:00Z,2946,521.442,1513.112946
LH2421,Munich,MUC,Europe,DE,2018-04-21T04:05:00Z,1316,232.932,675.91875
SK6053,Faro,FAO,Europe,IT,2018-04-21T04:15:00Z,2352,416.304,1208.025
DY4221,Malaga,AGP,Europe,ES,2018-04-21T04:00:00Z,2992,529.584,1536.739286
SK1803,Malaga,AGP,Europe,ES,2018-04-21T04:15:00Z,2992,529.584,1536.739286
SK7619,Antalya,AYT,Europe,TR,2018-04-21T04:15:00Z,2660,470.82,1366.21875
AF1463,Paris CDG,CDG,Europe,FR,2018-04-21T04:05:00Z,1523,269.571,782.2372768
OS318,Vienna,VIE,Europe,AT,2018-04-21T04:35:00Z,1243,220.011,638.4247768
PS174,Kiev,KBP,Europe,UA,2018-04-21T02:50:00Z,1266,224.082,650.2379464
NVR245,Chania,CHQ,Africa,AO,2018-04-21T05:00:00Z,7911,1400.247,4063.216741
SK1841,Rome FCO,FCO,Europe,IT,2018-04-21T05:10:00Z,1993,352.761,1023.63683
SK2935,Nice,NCE,Europe,FR,2018-04-21T05:15:00Z,1889,334.353,970.2207589
DY4251,Barcelona,BCN,Europe,ES,2018-04-21T05:10:00Z,2281,403.737,1171.558259
DY4349,Zagreb,ZAG,Europe,HR,2018-04-21T05:15:00Z,1511,267.447,776.0738839
SK1415,Copenhagen,CPH,Europe,DK,2018-04-21T04:10:00Z,523,92.571,268.6212054
TP781,Lisbon,LIS,Europe,PT,2018-04-21T05:00:00Z,2993,529.761,1537.252902
D82849,London LGW,LGW,Europe,GB,2018-04-21T05:30:00Z,1465,259.305,752.4475446
DY4321,Nice,NCE,Europe,FR,2018-04-21T05:35:00Z,1889,334.353,970.2207589
SK525,London LHR,LHR,Europe,GB,2018-04-21T05:55:00Z,1454,257.358,746.7977679
SK589,Brussels,BRU,Europe,BE,2018-04-21T06:05:00Z,1282,226.914,658.4558036
LO456,Warsaw,WAW,Europe,PL,2018-04-21T05:55:00Z,812,143.724,417.05625
DY4201,Alicante,ALC,Europe,ES,2018-04-21T05:55:00Z,2682,474.714,1377.518304
DY4283,Helsinki,HEL,Europe,FI,2018-04-21T06:00:00Z,397,102.029,296.0662946
SK847,Oslo,OSL,Europe,NO,2018-04-21T06:10:00Z,417,107.169,310.9814732
SK2645,Hamburg,HAM,Europe,DE,2018-04-21T06:25:00Z,812,143.724,417.05625
SK1042,Kiruna,KRN,Europe,SE,2018-04-21T06:35:00Z,955,169.035,490.5033482
SK535,Dublin,DUB,Europe,IE,2018-04-21T06:35:00Z,1630,288.51,837.1941964
BA771,London LHR,LHR,Europe,GB,2018-04-21T05:50:00Z,1454,257.358,746.7977679
AY802,Helsinki,HEL,Europe,FI,2018-04-21T06:30:00Z,397,102.029,296.0662946
SK748,Tallinn,TLL,Europe,EE,2018-04-21T06:50:00Z,379,97.403,282.6426339
TK1792,Istanbul IST,IST,Europe,TR,2018-04-21T05:45:00Z,2177,385.329,1118.142187
SK704,Helsinki,HEL,Europe,FI,2018-04-21T06:55:00Z,397,102.029,296.0662946
DY4527,Marrakech,RAK,Africa,MA,2018-04-21T07:00:00Z,3644,644.988,1871.616964
SK635,Frankfurt,FRA,Europe,DE,2018-04-21T07:00:00Z,1188,210.276,610.1758929
SK419,Copenhagen,CPH,Europe,DK,2018-04-21T07:00:00Z,523,92.571,268.6212054
BT102,Riga,RIX,Europe,LV,2018-04-21T06:55:00Z,443,113.851,330.3712054
SK072,Are Ostersund,OSD,other,LV,2018-04-21T07:25:00Z,0,0,0
EW7215,Hamburg,HAM,Europe,DE,2018-04-21T06:45:00Z,812,143.724,417.05625
SK483,Oslo,OSL,Europe,NO,2018-04-21T07:25:00Z,417,107.169,310.9814732
SK151,Goteborg,GOT,Europe,SE,2018-04-21T07:25:00Z,397,102.029,296.0662946
DY4037,Lulea,LLA,Europe,SE,2018-04-21T07:30:00Z,727,128.679,373.3988839
SK1417,Copenhagen,CPH,Europe,DK,2018-04-21T05:45:00Z,523,92.571,268.6212054
DY4153,Copenhagen,CPH,Europe,DK,2018-04-21T07:20:00Z,523,92.571,268.6212054
SK2901,Funchal,FNC,other,PT,2018-04-21T07:20:00Z,3932,695.964,2019.538393
QR170,Doha,DOH,Asia,QA,2018-04-21T07:05:00Z,4590,812.43,2357.497768
SK024,Umea,UME,Europe,SE,2018-04-21T07:30:00Z,514,90.978,263.9986607
SK689,Milan LIN,LIN,Europe,IT,2018-04-21T07:30:00Z,1653,292.581,849.0073661
SK2547,Manchester,MAN,Europe,GB,2018-04-21T05:50:00Z,1403,248.331,720.6033482
EW9217,Dusseldorf,DUS,Europe,DE,2018-04-21T07:30:00Z,1149,203.373,590.1448661
SK1819,Gran Canaria,LPA,other,DE,2018-04-21T07:35:00Z,0,0,0
OS312,Vienna,VIE,Europe,AT,2018-04-21T07:45:00Z,1243,220.011,638.4247768
SK107,Malmo,MMX,Europe,SE,2018-04-21T08:00:00Z,513,90.801,263.4850446
SK2545,Edinburgh,EDI,Europe,GB,2018-04-21T07:35:00Z,1315,232.755,675.4051339
DY4365,Venice,VCE,Europe,IT,2018-04-21T07:50:00Z,1594,282.138,818.7040179
SK1827,Nice,NCE,Europe,FR,2018-04-21T08:00:00Z,1889,334.353,970.2207589
LX1249,Zurich,ZRH,Europe,CH,2018-04-21T07:50:00Z,1471,260.367,755.5292411
SK939,Los Angeles,LAX,America,US,2018-04-21T07:55:00Z,8893,1574.061,4567.587723
LG5788,Luxembourg,LUX,Europe,LU,2018-04-21T08:05:00Z,1306,231.162,670.7825893
SK1012,Skelleftea,SFT,Europe,SE,2018-04-21T07:50:00Z,622,110.094,319.4691964
SK1833,Athens,ATH,Europe,GR,2018-04-21T08:00:00Z,2411,426.747,1238.328348
SK006,Lulea,LLA,Europe,SE,2018-04-21T08:10:00Z,727,128.679,373.3988839
0B148,Bucharest,OTP,Europe,RO,2018-04-21T07:55:00Z,1745,308.865,896.2600446
SK1767,Prague,PRG,Europe,CZ,2018-04-21T07:05:00Z,1056,186.912,542.3785714
DY807,Oslo,OSL,Europe,NO,2018-04-21T08:00:00Z,417,107.169,310.9814732
LH801,Frankfurt,FRA,Europe,DE,2018-04-21T08:10:00Z,1188,210.276,610.1758929
SK079,Visby,VBY,Europe,SE,2018-04-21T08:30:00Z,189,48.573,140.9484375
EZY5888,Berlin TXL,TXL,Europe,DE,2018-04-21T07:45:00Z,810,143.37,416.0290179
LO454,Warsaw,WAW,Europe,PL,2018-04-21T08:30:00Z,812,143.724,417.05625
SQ361,Singapore,SIN,Asia,SG,2018-04-21T08:25:00Z,9651,1708.227,4956.908705
SK2092,Ornskoldsvik,OER,Europe,SE,2018-04-21T09:00:00Z,442,113.594,329.6254464
DY4323,Nice,NCE,Europe,FR,2018-04-21T08:20:00Z,1889,334.353,970.2207589
SK2615,Geneva,GVA,Europe,CH,2018-04-21T08:55:00Z,1663,294.351,854.1435268
SK571,Paris CDG,CDG,Europe,FR,2018-04-21T08:10:00Z,1523,269.571,782.2372768
BA777,London LHR,LHR,Europe,GB,2018-04-21T09:15:00Z,1454,257.358,746.7977679
SK531,London LHR,LHR,Europe,GB,2018-04-21T09:15:00Z,1454,257.358,746.7977679
D86651,Palma,PMI,Europe,ES,2018-04-21T09:10:00Z,2453,434.181,1259.900223
D85351,Alicante,ALC,Europe,ES,2018-04-21T09:05:00Z,2682,474.714,1377.518304
DY4521,Agadir,AGA,Africa,MA,2018-04-21T09:35:00Z,3829,677.733,1966.635937
D86091,Madrid,MAD,Europe,ES,2018-04-21T09:45:00Z,2596,459.492,1333.347321
DY4241,Gran Canaria,LPA,other,ES,2018-04-21T09:15:00Z,0,0,0
LH2415,Munich,MUC,Europe,DE,2018-04-21T09:50:00Z,1316,232.932,675.91875
KL1108,Amsterdam,AMS,Europe,NL,2018-04-21T09:30:00Z,1127,199.479,578.8453125
KL1106,Amsterdam,AMS,Europe,NL,2018-04-21T07:35:00Z,1127,199.479,578.8453125
BUC158,Varna,VAR,Europe,BG,2018-04-21T09:40:00Z,1916,339.132,984.0883929
XC686,Antalya,AYT,Europe,TR,2018-04-21T08:00:00Z,2660,470.82,1366.21875
SK1419,Copenhagen,CPH,Europe,DK,2018-04-21T08:00:00Z,523,92.571,268.6212054
SK1421,Copenhagen,CPH,Europe,DK,2018-04-21T09:25:00Z,523,92.571,268.6212054
SK849,Oslo,OSL,Europe,NO,2018-04-21T09:45:00Z,417,107.169,310.9814732
SK903,New York EWR,EWR,other,US,2018-04-21T10:25:00Z,6339,1122.003,3255.812277
IR712,Tehran,IKA,Asia,IR,2018-04-21T10:30:00Z,3565,631.005,1831.041295
SK2026,Umea,UME,Europe,SE,2018-04-21T10:30:00Z,514,90.978,263.9986607
D85551,Barcelona,BCN,Europe,ES,2018-04-21T10:35:00Z,2281,403.737,1171.558259
D81001,Rome FCO,FCO,Europe,IT,2018-04-21T11:00:00Z,1993,352.761,1023.63683
TOM3610,Palma,PMI,Europe,ES,2018-04-21T04:05:00Z,2453,434.181,1259.900223
BLX393,Rhodes,RHO,Europe,GR,2018-04-21T04:20:00Z,2653,469.581,1362.623437
DY4139,Bergen,BGO,Europe,NO,2018-04-21T11:10:00Z,721,127.617,370.3171875
LH803,Frankfurt,FRA,Europe,DE,2018-04-21T11:10:00Z,1188,210.276,610.1758929
SU2211,Moscow,SVO,Europe,RU,2018-04-21T10:45:00Z,1229,217.533,631.2341518
AF1263,Paris CDG,CDG,Europe,FR,2018-04-21T10:45:00Z,1523,269.571,782.2372768
DY813,Oslo,OSL,Europe,NO,2018-04-21T11:20:00Z,417,107.169,310.9814732
SK157,Goteborg,GOT,Europe,SE,2018-04-21T10:40:00Z,397,102.029,296.0662946
SK708,Helsinki,HEL,Europe,FI,2018-04-21T11:25:00Z,397,102.029,296.0662946
SK2659,Munich,MUC,Europe,DE,2018-04-21T11:35:00Z,1316,232.932,675.91875
SK2943,Faro,FAO,Europe,IT,2018-04-21T11:40:00Z,2352,416.304,1208.025
PC1280,Istanbul SAW,SAW,other,IT,2018-04-21T11:55:00Z,0,0,0
DY4275,Faro,FAO,Europe,IT,2018-04-21T11:50:00Z,2352,416.304,1208.025
SK732,St Petersburg,LED,Europe,RU,2018-04-21T12:10:00Z,691,122.307,354.9087054
DY4223,Malaga,AGP,Europe,ES,2018-04-21T12:05:00Z,2992,529.584,1536.739286
SK2677,Berlin TXL,TXL,Europe,DE,2018-04-21T12:05:00Z,810,143.37,416.0290179
SK4232,Turku,TKU,Asia,TW,2018-04-21T11:25:00Z,8350,1477.95,4288.694196
SK557,Amsterdam,AMS,Europe,NL,2018-04-21T10:20:00Z,1127,199.479,578.8453125
FI307,Reykjavik,KEF,other,IS,2018-04-21T12:20:00Z,2135,377.895,1096.570312
SK1423,Copenhagen,CPH,Europe,DK,2018-04-21T11:30:00Z,523,92.571,268.6212054
TG961,Bangkok,BKK,Asia,TH,2018-04-21T12:30:00Z,8280,1465.56,4252.741071
SK4224,Vaasa,VAA,Europe,FI,2018-04-21T11:25:00Z,460,118.22,343.0491071
DY7087,Los Angeles,LAX,America,US,2018-04-21T12:00:00Z,8893,1574.061,4567.587723
A3401,Kalamata,KLX,Europe,GR,2018-04-21T11:55:00Z,2499,442.323,1283.526562
SK2903,Lisbon,LIS,Europe,PT,2018-04-21T11:35:00Z,2993,529.761,1537.252902
SK1897,Rome FCO,FCO,Europe,IT,2018-04-21T13:00:00Z,1993,352.761,1023.63683
SK963,Hong Kong,HKG,Asia,HK,2018-04-21T13:00:00Z,8224,1455.648,4223.978571
SK1853,Alicante,ALC,Europe,ES,2018-04-21T13:15:00Z,2682,474.714,1377.518304
TP783,Lisbon,LIS,Europe,PT,2018-04-21T12:50:00Z,2993,529.761,1537.252902
SK161,Goteborg,GOT,Europe,SE,2018-04-21T12:35:00Z,397,102.029,296.0662946
SK012,Lulea,LLA,Europe,SE,2018-04-21T13:05:00Z,727,128.679,373.3988839
DY4395,Chania,CHQ,Africa,AO,2018-04-21T13:10:00Z,7911,1400.247,4063.216741
DY7035,Ft Lauderdale,FLL,other,US,2018-04-21T12:55:00Z,7988,1413.876,4102.765179
0B4048,Turin,TRN,Europe,IT,2018-04-21T13:30:00Z,1735,307.095,891.1238839
LH2417,Munich,MUC,Europe,DE,2018-04-21T13:25:00Z,1316,232.932,675.91875
SK1823,Thessaloniki,SKG,Europe,GR,2018-04-21T13:35:00Z,2109,373.293,1083.216295
JU411,Belgrade,BEG,Europe,RS,2018-04-21T13:15:00Z,1624,287.448,834.1125
BT108,Riga,RIX,Europe,LV,2018-04-21T13:35:00Z,443,113.851,330.3712054
SK2064,Are Ostersund,OSD,other,LV,2018-04-21T13:35:00Z,0,0,0
SK2847,Faro,FAO,Europe,IT,2018-04-21T13:05:00Z,2352,416.304,1208.025
KL1104,Amsterdam,AMS,Europe,NL,2018-04-21T04:30:00Z,1127,199.479,578.8453125
ET714,Oslo,OSL,Europe,NO,2018-04-21T05:40:00Z,417,107.169,310.9814732
DY4383,Athens,ATH,Europe,GR,2018-04-21T13:55:00Z,2411,426.747,1238.328348
B2856,Minsk,MSQ,Europe,BY,2018-04-21T11:40:00Z,838,148.326,430.4102679
KL1110,Amsterdam,AMS,Europe,NL,2018-04-21T11:40:00Z,1127,199.479,578.8453125
EK158,Dubai,DXB,Asia,AE,2018-04-21T13:05:00Z,4760,842.52,2444.8125
PS172,Kiev,KBP,Europe,UA,2018-04-21T13:05:00Z,1266,224.082,650.2379464
D8205,Helsinki,HEL,Europe,FI,2018-04-21T13:15:00Z,397,102.029,296.0662946
SK1583,Malaga,AGP,Europe,ES,2018-04-21T12:50:00Z,2992,529.584,1536.739286
EZY5886,Berlin TXL,TXL,Europe,DE,2018-04-21T13:40:00Z,810,143.37,416.0290179
LX1251,Zurich,ZRH,Europe,CH,2018-04-21T13:50:00Z,1471,260.367,755.5292411
SK1809,Palma,PMI,Europe,ES,2018-04-21T13:35:00Z,2453,434.181,1259.900223
IB3315,Madrid,MAD,Europe,ES,2018-04-21T12:45:00Z,2596,459.492,1333.347321
AT225,Casablanca,CMN,Africa,MA,2018-04-21T14:25:00Z,3436,608.172,1764.784821
SK1845,Malta,MLA,Europe,MT,2018-04-21T14:15:00Z,2618,463.386,1344.646875
SK1407,Copenhagen,CPH,Europe,DK,2018-04-21T13:25:00Z,523,92.571,268.6212054
SK867,Oslo,OSL,Europe,NO,2018-04-21T13:25:00Z,417,107.169,310.9814732
LH807,Frankfurt,FRA,Europe,DE,2018-04-21T14:35:00Z,1188,210.276,610.1758929
SK945,Chicago,ORD,America,US,2018-04-21T14:35:00Z,6890,1219.53,3538.814732
VY1266,Barcelona,BCN,Europe,ES,2018-04-21T14:20:00Z,2281,403.737,1171.558259
BA779,London LHR,LHR,Europe,GB,2018-04-21T13:45:00Z,1454,257.358,746.7977679
SK109,Malmo,MMX,Europe,SE,2018-04-21T14:50:00Z,513,90.801,263.4850446
SK1527,London LHR,LHR,Europe,GB,2018-04-21T14:55:00Z,1454,257.358,746.7977679
OS314,Vienna,VIE,Europe,AT,2018-04-21T14:55:00Z,1243,220.011,638.4247768
SK673,Frankfurt,FRA,Europe,DE,2018-04-21T15:05:00Z,1188,210.276,610.1758929
DY4363,Palermo,PMO,Europe,IT,2018-04-21T14:10:00Z,2386,422.322,1225.487946
DY4369,Pisa,PSA,Europe,IT,2018-04-21T15:05:00Z,1814,321.078,931.6995536
SK2565,Dublin,DUB,Europe,IE,2018-04-21T14:35:00Z,1630,288.51,837.1941964
DK1748,Palma,PMI,Europe,ES,2018-04-21T15:05:00Z,2453,434.181,1259.900223
LO458,Warsaw,WAW,Europe,PL,2018-04-21T17:35:00Z,812,143.724,417.05625
KL1116,Amsterdam,AMS,Europe,NL,2018-04-21T15:30:00Z,1127,199.479,578.8453125
BA781,London LHR,LHR,Europe,GB,2018-04-21T16:05:00Z,1454,257.358,746.7977679
DY4341,Belgrade,BEG,Europe,RS,2018-04-21T15:30:00Z,1624,287.448,834.1125
DK512,Antalya,AYT,Europe,TR,2018-04-21T15:40:00Z,2660,470.82,1366.21875
TOM3623,Goteborg,GOT,Europe,SE,2018-04-21T13:50:00Z,397,102.029,296.0662946
DY4343,Sarajevo,SJJ,Europe,BA,2018-04-21T16:05:00Z,1724,305.148,885.4741071
SK722,Helsinki,HEL,Europe,FI,2018-04-21T16:25:00Z,397,102.029,296.0662946
SK885,Oslo,OSL,Europe,NO,2018-04-21T15:40:00Z,417,107.169,310.9814732
SK085,Visby,VBY,Europe,SE,2018-04-21T16:30:00Z,189,48.573,140.9484375
SK020,Lulea,LLA,Europe,SE,2018-04-21T16:35:00Z,727,128.679,373.3988839
LH2419,Munich,MUC,Europe,DE,2018-04-21T16:40:00Z,1316,232.932,675.91875
DY4401,Larnaca,LCA,Asia,CY,2018-04-21T12:40:00Z,2946,521.442,1513.112946
OK491,Prague,PRG,Europe,CZ,2018-04-21T16:25:00Z,1056,186.912,542.3785714
