flight ID, Destination, Destination_IATA, Continent, Country, Time, Distance, Emissions, TaxCuts
DY821,Oslo,OSL,Europe,NO,2018-04-22T16:30:00Z,417.0,107.169,310.98147321428564,
DY4507,Berlin SXF,SXF,Europe,DE,2018-04-22T17:30:00Z,823.0,145.671,422.70602678571424,
D83209,Copenhagen,CPH,Europe,DK,2018-04-22T14:30:00Z,523.0,92.571,268.62120535714286,
D86451,Tenerife,TFS,other,ES,2018-04-22T14:30:00Z,4310.0,762.87,2213.6852678571427,
EZS1574,Geneva,GVA,Europe,CH,2018-04-22T13:25:00Z,1663.0,294.351,854.1435267857142,
EZY6034,Bristol,BRS,Europe,GB,2018-04-22T19:40:00Z,1563.0,276.651,802.7819196428571,
EZY2458,London LTN,LTN,other,GB,2018-04-22T21:30:00Z,0.0,0.0,0.0,
D83217,Copenhagen,CPH,Europe,DK,2018-04-22T19:50:00Z,523.0,92.571,268.62120535714286,
DY827,Oslo,OSL,Europe,NO,2018-04-22T19:30:00Z,417.0,107.169,310.98147321428564,
DY4011,Umea,UME,Europe,SE,2018-04-22T13:50:00Z,514.0,90.978,263.9986607142857,
2N668,Hemavan Tarnaby,HMV,Europe,SE,2018-04-22T15:00:00Z,725.0,128.325,372.3716517857142,
2N594,Arvidsjaur,AJR,Europe,SE,2018-04-22T17:15:00Z,700.0,123.89999999999999,359.53124999999994,
2N1008,Jonkoping,JKG,Europe,SE,2018-04-22T16:10:00Z,285.0,73.245,212.54129464285714,
2N666,Hemavan Tarnaby,HMV,Europe,SE,2018-04-22T17:20:00Z,725.0,128.325,372.3716517857142,
DY4043,Lulea,LLA,Europe,SE,2018-04-22T15:05:00Z,727.0,128.679,373.3988839285714,
DY4045,Lulea,LLA,Europe,SE,2018-04-22T16:20:00Z,727.0,128.679,373.3988839285714,
DY4015,Umea,UME,Europe,SE,2018-04-22T16:50:00Z,514.0,90.978,263.9986607142857,
DY4099,Skelleftea,SFT,Europe,SE,2018-04-22T19:20:00Z,622.0,110.094,319.46919642857137,
DY4049,Lulea,LLA,Europe,SE,2018-04-22T19:50:00Z,727.0,128.679,373.3988839285714,
DY4055,Malmo,MMX,Europe,SE,2018-04-22T19:50:00Z,513.0,90.801,263.48504464285713,
DY4051,Malmo,MMX,Europe,SE,2018-04-22T13:20:00Z,513.0,90.801,263.48504464285713,
SK083,Visby,VBY,Europe,SE,2018-04-22T15:10:00Z,189.0,48.573,140.94843749999998,
DY4097,Skelleftea,SFT,Europe,SE,2018-04-22T16:00:00Z,622.0,110.094,319.46919642857137,
SK121,Malmo,MMX,Europe,SE,2018-04-22T16:05:00Z,513.0,90.801,263.48504464285713,
SK087,Visby,VBY,Europe,SE,2018-04-22T17:40:00Z,189.0,48.573,140.94843749999998,
DY4053,Malmo,MMX,Europe,SE,2018-04-22T18:25:00Z,513.0,90.801,263.48504464285713,
DY4047,Lulea,LLA,Europe,SE,2018-04-22T18:35:00Z,727.0,128.679,373.3988839285714,
SK113,Malmo,MMX,Europe,SE,2018-04-22T19:20:00Z,513.0,90.801,263.48504464285713,
SK085,Visby,VBY,Europe,SE,2018-04-22T19:40:00Z,189.0,48.573,140.94843749999998,
DY4019,Umea,UME,Europe,SE,2018-04-22T19:50:00Z,514.0,90.978,263.9986607142857,
SK096,Ornskoldsvik,OER,Europe,SE,2018-04-22T15:00:00Z,442.0,113.59400000000001,329.6254464285714,
2N3106,Gallivare,GEV,Europe,SE,2018-04-22T16:30:00Z,878.0,155.406,450.95491071428563,
2N556,Kramfors,KRF,Europe,SE,2018-04-22T13:15:00Z,401.0,103.057,299.0493303571428,
HP368,Kristianstad,KID,Europe,SE,2018-04-22T16:40:00Z,435.0,111.795,324.4051339285714,
SK179,Angelholm,AGH,Europe,SE,2018-04-22T17:15:00Z,461.0,118.477,343.79486607142854,
SK1044,Kiruna,KRN,Europe,SE,2018-04-22T15:15:00Z,955.0,169.035,490.5033482142857,
SK098,Ornskoldsvik,OER,Europe,SE,2018-04-22T19:30:00Z,442.0,113.59400000000001,329.6254464285714,
2N260,Karlstad,KSD,Europe,SE,2018-04-22T16:20:00Z,259.0,66.563,193.15156249999998,
IS658,Sveg,EVG,Europe,SE,2018-04-22T14:30:00Z,363.0,93.291,270.7104910714285,
SK171,Goteborg,GOT,Europe,SE,2018-04-22T18:30:00Z,397.0,102.029,296.0662946428571,
SK074,Are Ostersund,OSD,other,SE,2018-04-22T19:40:00Z,0.0,0.0,0.0,
SK187,Angelholm,AGH,Europe,SE,2018-04-22T20:20:00Z,461.0,118.477,343.79486607142854,
SK060,Sundsvall,SDL,Europe,SE,2018-04-22T20:25:00Z,343.0,88.151,255.79531249999994,
SK058,Sundsvall,SDL,Europe,SE,2018-04-22T20:55:00Z,343.0,88.151,255.79531249999994,
SK016,Lulea,LLA,Europe,SE,2018-04-22T16:10:00Z,727.0,128.679,373.3988839285714,
SK2018,Lulea,LLA,Europe,SE,2018-04-22T20:15:00Z,727.0,128.679,373.3988839285714,
SK1127,Ronneby,RNB,Europe,SE,2018-04-22T16:40:00Z,385.0,98.94500000000001,287.1171875,
SK1145,Ronneby,RNB,Europe,SE,2018-04-22T20:00:00Z,385.0,98.94500000000001,287.1171875,
SK533,London LHR,LHR,Europe,GB,2018-04-22T16:20:00Z,1454.0,257.358,746.7977678571428,
SK2541,Edinburgh,EDI,Europe,GB,2018-04-22T17:00:00Z,1315.0,232.755,675.4051339285713,
VY1266,Barcelona,BCN,Europe,ES,2018-04-22T14:20:00Z,2281.0,403.73699999999997,1171.5582589285714,
SK002,Lulea,LLA,Europe,SE,2018-04-22T17:25:00Z,727.0,128.679,373.3988839285714,
SK189,Angelholm,AGH,Europe,SE,2018-04-22T16:05:00Z,461.0,118.477,343.79486607142854,
SK183,Angelholm,AGH,Europe,SE,2018-04-22T19:10:00Z,461.0,118.477,343.79486607142854,
SK022,Lulea,LLA,Europe,SE,2018-04-22T20:55:00Z,727.0,128.679,373.3988839285714,
SK411,Copenhagen,CPH,Europe,DK,2018-04-22T17:55:00Z,523.0,92.571,268.62120535714286,
TK1796,Istanbul IST,IST,Europe,TR,2018-04-22T16:15:00Z,2177.0,385.329,1118.1421874999999,
SK4240,Tampere,TMP,Europe,FI,2018-04-22T20:30:00Z,395.0,101.515,294.5747767857143,
SK2720,Turku,TKU,Asia,TW,2018-04-22T20:35:00Z,8350.0,1477.9499999999998,4288.694196428571,
DY4083,Goteborg,GOT,Europe,SE,2018-04-22T13:00:00Z,397.0,102.029,296.0662946428571,
D86653,Palma,PMI,Europe,ES,2018-04-22T17:50:00Z,2453.0,434.181,1259.9002232142855,
D8211,Helsinki,HEL,Europe,FI,2018-04-22T13:30:00Z,397.0,102.029,296.0662946428571,
D82859,London LGW,LGW,Europe,GB,2018-04-22T19:30:00Z,1465.0,259.305,752.4475446428571,
D86093,Madrid,MAD,Europe,ES,2018-04-22T17:20:00Z,2596.0,459.49199999999996,1333.3473214285711,
D85353,Alicante,ALC,Europe,ES,2018-04-22T18:20:00Z,2682.0,474.714,1377.5183035714283,
D8222,Amsterdam,AMS,Europe,NL,2018-04-22T14:35:00Z,1127.0,199.47899999999998,578.8453124999999,
D8217,Helsinki,HEL,Europe,FI,2018-04-22T19:50:00Z,397.0,102.029,296.0662946428571,
SK2197,Kalmar,KLR,Europe,SE,2018-04-22T19:45:00Z,313.0,80.441,233.42254464285713,
SK4228,Vaasa,VAA,Europe,FI,2018-04-22T21:00:00Z,460.0,118.22,343.0491071428571,
SK1740,Vilnius,VNO,Europe,LT,2018-04-22T18:40:00Z,676.0,119.65199999999999,347.2044642857142,
LH807,Frankfurt,FRA,Europe,DE,2018-04-22T14:35:00Z,1188.0,210.27599999999998,610.1758928571428,
SK054,Sundsvall,SDL,Europe,SE,2018-04-22T17:35:00Z,343.0,88.151,255.79531249999994,
SK899,Bergen,BGO,Europe,NO,2018-04-22T19:35:00Z,721.0,127.61699999999999,370.31718749999993,
SK175,Goteborg,GOT,Europe,SE,2018-04-22T20:25:00Z,397.0,102.029,296.0662946428571,
SK1605,Zurich,ZRH,Europe,CH,2018-04-22T15:35:00Z,1471.0,260.36699999999996,755.5292410714284,
SK945,Chicago,ORD,America,US,2018-04-22T14:35:00Z,6890.0,1219.53,3538.814732142857,
D8213,Helsinki,HEL,Europe,FI,2018-04-22T18:30:00Z,397.0,102.029,296.0662946428571,
SK4244,Tampere,TMP,Europe,FI,2018-04-22T14:00:00Z,395.0,101.515,294.5747767857143,
SK493,Oslo,OSL,Europe,NO,2018-04-22T16:50:00Z,417.0,107.169,310.98147321428564,
SK2565,Dublin,DUB,Europe,IE,2018-04-22T16:10:00Z,1630.0,288.51,837.1941964285714,
SK125,Malmo,MMX,Europe,SE,2018-04-22T20:55:00Z,513.0,90.801,263.48504464285713,
SK1018,Skelleftea,SFT,Europe,SE,2018-04-22T19:20:00Z,622.0,110.094,319.46919642857137,
SK165,Goteborg,GOT,Europe,SE,2018-04-22T16:15:00Z,397.0,102.029,296.0662946428571,
SK018,Lulea,LLA,Europe,SE,2018-04-22T18:15:00Z,727.0,128.679,373.3988839285714,
TP783,Lisbon,LIS,Europe,PT,2018-04-22T12:50:00Z,2993.0,529.761,1537.2529017857141,
SK020,Lulea,LLA,Europe,SE,2018-04-22T19:15:00Z,727.0,128.679,373.3988839285714,
SK2030,Umea,UME,Europe,SE,2018-04-22T15:45:00Z,514.0,90.978,263.9986607142857,
KL1116,Amsterdam,AMS,Europe,NL,2018-04-22T15:30:00Z,1127.0,199.47899999999998,578.8453124999999,
AF1063,Paris CDG,CDG,Europe,FR,2018-04-22T17:40:00Z,1523.0,269.57099999999997,782.2372767857141,
BA781,London LHR,LHR,Europe,GB,2018-04-22T16:05:00Z,1454.0,257.358,746.7977678571428,
BA779,London LHR,LHR,Europe,GB,2018-04-22T13:50:00Z,1454.0,257.358,746.7977678571428,
PS174,Kiev,KBP,Europe,UA,2018-04-22T02:50:00Z,1266.0,224.082,650.2379464285714,
SK1764,Riga,RIX,Europe,LV,2018-04-22T14:45:00Z,443.0,113.851,330.37120535714286,
SK527,London LHR,LHR,Europe,GB,2018-04-22T13:25:00Z,1454.0,257.358,746.7977678571428,
D83213,Copenhagen,CPH,Europe,DK,2018-04-22T15:30:00Z,523.0,92.571,268.62120535714286,
AY820,Helsinki,HEL,Europe,FI,2018-04-22T19:00:00Z,397.0,102.029,296.0662946428571,
DY4085,Goteborg,GOT,Europe,SE,2018-04-22T16:15:00Z,397.0,102.029,296.0662946428571,
D83215,Copenhagen,CPH,Europe,DK,2018-04-22T16:30:00Z,523.0,92.571,268.62120535714286,
SK1833,Athens,ATH,Europe,GR,2018-04-22T04:00:00Z,2411.0,426.74699999999996,1238.3283482142856,
HV6524,Eindhoven,EIN,Europe,NL,2018-04-22T19:10:00Z,1182.0,209.214,607.0941964285714,
EZY5888,Berlin TXL,TXL,Europe,DE,2018-04-22T19:10:00Z,810.0,143.37,416.0290178571428,
LH809,Frankfurt,FRA,Europe,DE,2018-04-22T04:05:00Z,1188.0,210.27599999999998,610.1758928571428,
SK7643,Rhodes,RHO,Europe,GR,2018-04-22T04:00:00Z,2653.0,469.58099999999996,1362.6234374999997,
LH2421,Munich,MUC,Europe,DE,2018-04-22T04:05:00Z,1316.0,232.932,675.9187499999999,
AY814,Helsinki,HEL,Europe,FI,2018-04-22T15:25:00Z,397.0,102.029,296.0662946428571,
AY816,Helsinki,HEL,Europe,FI,2018-04-22T16:05:00Z,397.0,102.029,296.0662946428571,
SK1841,Rome FCO,FCO,Europe,IT,2018-04-22T04:10:00Z,1993.0,352.76099999999997,1023.6368303571427,
2N438,Pori,POR,Europe,FI,2018-04-22T16:45:00Z,316.0,81.212,235.65982142857143,
SK2585,Barcelona,BCN,Europe,ES,2018-04-22T04:10:00Z,2281.0,403.73699999999997,1171.5582589285714,
AF1463,Paris CDG,CDG,Europe,FR,2018-04-22T04:05:00Z,1523.0,269.57099999999997,782.2372767857141,
KL1104,Amsterdam,AMS,Europe,NL,2018-04-22T04:30:00Z,1127.0,199.47899999999998,578.8453124999999,
SK1805,Palma,PMI,Europe,ES,2018-04-22T04:40:00Z,2453.0,434.181,1259.9002232142855,
NJE937N,Dusseldorf,DUS,Europe,DE,2018-04-22T04:45:00Z,1149.0,203.373,590.1448660714285,
OS318,Vienna,VIE,Europe,AT,2018-04-22T04:35:00Z,1243.0,220.011,638.4247767857142,
6F717,Malaga,AGP,Europe,ES,2018-04-22T04:45:00Z,2992.0,529.584,1536.7392857142854,
SK1853,Alicante,ALC,Europe,ES,2018-04-22T04:50:00Z,2682.0,474.714,1377.5183035714283,
DY4071,Goteborg,GOT,Europe,SE,2018-04-22T04:55:00Z,397.0,102.029,296.0662946428571,
SK1409,Copenhagen,CPH,Europe,DK,2018-04-22T17:00:00Z,523.0,92.571,268.62120535714286,
TOM3714,Chania,CHQ,Africa,AO,2018-04-22T05:00:00Z,7911.0,1400.2469999999998,4063.216741071428,
DY4003,Umea,UME,Europe,SE,2018-04-22T04:50:00Z,514.0,90.978,263.9986607142857,
DY4321,Nice,NCE,Europe,FR,2018-04-22T05:05:00Z,1889.0,334.353,970.2207589285713,
NVR361,Rhodes,RHO,Europe,GR,2018-04-22T04:55:00Z,2653.0,469.58099999999996,1362.6234374999997,
DY4355,Rome FCO,FCO,Europe,IT,2018-04-22T05:35:00Z,1993.0,352.76099999999997,1023.6368303571427,
SK1845,Malta,MLA,Europe,MT,2018-04-22T05:35:00Z,2618.0,463.38599999999997,1344.646875,
SK081,Visby,VBY,Europe,SE,2018-04-22T12:35:00Z,189.0,48.573,140.94843749999998,
SK577,Paris CDG,CDG,Europe,FR,2018-04-22T05:35:00Z,1523.0,269.57099999999997,782.2372767857141,
SK2547,Manchester,MAN,Europe,GB,2018-04-22T05:35:00Z,1403.0,248.331,720.6033482142857,
SK2659,Munich,MUC,Europe,DE,2018-04-22T05:45:00Z,1316.0,232.932,675.9187499999999,
SK034,Umea,UME,Europe,SE,2018-04-22T12:45:00Z,514.0,90.978,263.9986607142857,
DY8660,Krakow,KRK,Europe,PL,2018-04-22T05:40:00Z,1039.0,183.903,533.6470982142856,
SK843,Oslo,OSL,Europe,NO,2018-04-22T06:00:00Z,417.0,107.169,310.98147321428564,
DK1648,Rhodes,RHO,Europe,GR,2018-04-22T05:45:00Z,2653.0,469.58099999999996,1362.6234374999997,
SK535,Dublin,DUB,Europe,IE,2018-04-22T05:50:00Z,1630.0,288.51,837.1941964285714,
EW9213,Dusseldorf,DUS,Europe,DE,2018-04-22T14:30:00Z,1149.0,203.373,590.1448660714285,
SK1553,Amsterdam,AMS,Europe,NL,2018-04-22T05:50:00Z,1127.0,199.47899999999998,578.8453124999999,
DY4545,Tel Aviv,TLV,Asia,IL,2018-04-22T05:15:00Z,3279.0,580.3829999999999,1684.147098214285,
SK012,Lulea,LLA,Europe,SE,2018-04-22T13:00:00Z,727.0,128.679,373.3988839285714,
SK109,Malmo,MMX,Europe,SE,2018-04-22T13:00:00Z,513.0,90.801,263.48504464285713,
DY4463,Edinburgh,EDI,Europe,GB,2018-04-22T05:55:00Z,1315.0,232.755,675.4051339285713,
DY4529,Amsterdam,AMS,Europe,NL,2018-04-22T06:00:00Z,1127.0,199.47899999999998,578.8453124999999,
BA771,London LHR,LHR,Europe,GB,2018-04-22T05:45:00Z,1454.0,257.358,746.7977678571428,
ET714,Oslo,OSL,Europe,NO,2018-04-22T05:40:00Z,417.0,107.169,310.98147321428564,
SK2677,Berlin TXL,TXL,Europe,DE,2018-04-22T06:00:00Z,810.0,143.37,416.0290178571428,
SK525,London LHR,LHR,Europe,GB,2018-04-22T05:55:00Z,1454.0,257.358,746.7977678571428,
BT110,Riga,RIX,Europe,LV,2018-04-22T17:40:00Z,443.0,113.851,330.37120535714286,
DY4037,Lulea,LLA,Europe,SE,2018-04-22T06:15:00Z,727.0,128.679,373.3988839285714,
SK1519,London LHR,LHR,Europe,GB,2018-04-22T07:10:00Z,1454.0,257.358,746.7977678571428,
OK491,Prague,PRG,Europe,CZ,2018-04-22T12:25:00Z,1056.0,186.91199999999998,542.3785714285713,
AY810,Helsinki,HEL,Europe,FI,2018-04-22T12:35:00Z,397.0,102.029,296.0662946428571,
SK2092,Ornskoldsvik,OER,Europe,SE,2018-04-22T12:05:00Z,442.0,113.59400000000001,329.6254464285714,
KK2302,Istanbul IST,IST,Europe,TR,2018-04-22T12:45:00Z,2177.0,385.329,1118.1421874999999,
LO456,Warsaw,WAW,Europe,PL,2018-04-22T05:55:00Z,812.0,143.724,417.05625,
SK1767,Prague,PRG,Europe,CZ,2018-04-22T17:05:00Z,1056.0,186.91199999999998,542.3785714285713,
DY4283,Helsinki,HEL,Europe,FI,2018-04-22T06:00:00Z,397.0,102.029,296.0662946428571,
SK2645,Hamburg,HAM,Europe,DE,2018-04-22T06:00:00Z,812.0,143.724,417.05625,
SK2553,Birmingham,BHX,America,US,2018-04-22T06:05:00Z,7632.0,1350.864,3919.917857142857,
SK2064,Are Ostersund,OSD,other,US,2018-04-22T13:20:00Z,0.0,0.0,0.0,
SK1407,Copenhagen,CPH,Europe,DK,2018-04-22T13:20:00Z,523.0,92.571,268.62120535714286,
SK1744,Tallinn,TLL,Europe,EE,2018-04-22T06:30:00Z,379.0,97.403,282.6426339285714,
SK1623,Dusseldorf,DUS,Europe,DE,2018-04-22T06:25:00Z,1149.0,203.373,590.1448660714285,
SK1004,Lulea,LLA,Europe,SE,2018-04-22T06:30:00Z,727.0,128.679,373.3988839285714,
DY4151,Copenhagen,CPH,Europe,DK,2018-04-22T06:00:00Z,523.0,92.571,268.62120535714286,
DY4487,Budapest,BUD,Europe,HU,2018-04-22T06:40:00Z,1319.0,233.463,677.4595982142856,
SK785,Gdansk,GDN,Europe,PL,2018-04-22T06:45:00Z,555.0,98.235,285.0569196428571,
SK491,Oslo,OSL,Europe,NO,2018-04-22T13:40:00Z,417.0,107.169,310.98147321428564,
DY4023,Malmo,MMX,Europe,SE,2018-04-22T10:25:00Z,513.0,90.801,263.48504464285713,
SK1415,Copenhagen,CPH,Europe,DK,2018-04-22T04:10:00Z,523.0,92.571,268.62120535714286,
SK4234,Turku,TKU,Asia,TW,2018-04-22T12:05:00Z,8350.0,1477.9499999999998,4288.694196428571,
SK163,Goteborg,GOT,Europe,SE,2018-04-22T12:50:00Z,397.0,102.029,296.0662946428571,
SK2473,Trondheim,TRD,Europe,NO,2018-04-22T15:00:00Z,612.0,108.324,314.33303571428564,
SK197,Kalmar,KLR,Europe,SE,2018-04-22T15:05:00Z,313.0,80.441,233.42254464285713,
SK867,Oslo,OSL,Europe,NO,2018-04-22T15:10:00Z,417.0,107.169,310.98147321428564,
SK1497,Billund,BLL,Europe,DK,2018-04-22T15:15:00Z,668.0,118.23599999999999,343.09553571428563,
SK1748,Tallinn,TLL,Europe,EE,2018-04-22T15:45:00Z,379.0,97.403,282.6426339285714,
SK718,Helsinki,HEL,Europe,FI,2018-04-22T16:05:00Z,397.0,102.029,296.0662946428571,
SK2072,Are Ostersund,OSD,other,FI,2018-04-22T12:15:00Z,0.0,0.0,0.0,
2N491,Kokkola/Jakobst,KOK,Europe,FI,2018-04-22T11:15:00Z,558.0,98.76599999999999,286.5977678571428,
SK732,St Petersburg,LED,Europe,RU,2018-04-22T10:20:00Z,691.0,122.30699999999999,354.90870535714276,
TG961,Bangkok,BKK,Asia,TH,2018-04-22T12:30:00Z,8280.0,1465.56,4252.741071428572,
SK1020,Skelleftea,SFT,Europe,SE,2018-04-22T13:55:00Z,622.0,110.094,319.46919642857137,
SK1772,Tallinn,TLL,Europe,EE,2018-04-22T18:55:00Z,379.0,97.403,282.6426339285714,
SK1633,Stuttgart,STR,Europe,DE,2018-04-22T07:00:00Z,1308.0,231.516,671.8098214285714,
SK161,Goteborg,GOT,Europe,SE,2018-04-22T12:25:00Z,397.0,102.029,296.0662946428571,
SK1141,Ronneby,RNB,Europe,SE,2018-04-22T10:00:00Z,385.0,98.94500000000001,287.1171875,
SK1799,Krakow,KRK,Europe,PL,2018-04-22T10:35:00Z,1039.0,183.903,533.6470982142856,
SK2491,Aarhus,AAR,Europe,DK,2018-04-22T14:25:00Z,585.0,103.54499999999999,300.4654017857142,
LH2417,Munich,MUC,Europe,DE,2018-04-22T13:25:00Z,1316.0,232.932,675.9187499999999,
SK026,Umea,UME,Europe,SE,2018-04-22T20:20:00Z,514.0,90.978,263.9986607142857,
SK2679,Berlin TXL,TXL,Europe,DE,2018-04-22T12:30:00Z,810.0,143.37,416.0290178571428,
SK635,Frankfurt,FRA,Europe,DE,2018-04-22T07:00:00Z,1188.0,210.27599999999998,610.1758928571428,
SK1042,Kiruna,KRN,Europe,SE,2018-04-22T13:15:00Z,955.0,169.035,490.5033482142857,
SK2615,Geneva,GVA,Europe,CH,2018-04-22T05:05:00Z,1663.0,294.351,854.1435267857142,
BT102,Riga,RIX,Europe,LV,2018-04-22T06:55:00Z,443.0,113.851,330.37120535714286,
AY802,Helsinki,HEL,Europe,FI,2018-04-22T06:30:00Z,397.0,102.029,296.0662946428571,
CA912,Beijing,PEK,Asia,CN,2018-04-22T17:10:00Z,6718.0,1189.086,3450.472767857142,
JTG841,Naples,NAP,America,US,2018-04-22T07:00:00Z,8074.0,1429.098,4146.9361607142855,
SK1014,Skelleftea,SFT,Europe,SE,2018-04-22T09:05:00Z,622.0,110.094,319.46919642857137,
